# time   trace   domains   purity   coherence  equireached
  137      1.0000040531      0.8424683506      0.1690962026      0.0741953194      0.5789860497
  138      1.0000040829      0.8363972590      0.1708295182      0.0736690302      0.5820083322
  139      1.0000041127      0.8303715109      0.1725594782      0.0731462385      0.5850087605
  140      1.0000041425      0.8243906730      0.1742859800      0.0726269453      0.5879875008
  141      1.0000041723      0.8184543216      0.1760089233      0.0721111215      0.5909447179
  142      1.0000042021      0.8125620419      0.1777282103      0.0715987539      0.5938805748
  143      1.0000042319      0.8067134281      0.1794437454      0.0710898285      0.5967952329
  144      1.0000042617      0.8009080823      0.1811554354      0.0705843314      0.5996888522
  145      1.0000042915      0.7951456148      0.1828631895      0.0700822481      0.6025615909
  146      1.0000043213      0.7894256432      0.1845669190      0.0695835640      0.6054136059
  147      1.0000043511      0.7837477924      0.1862665375      0.0690882641      0.6082450524
  148      1.0000043810      0.7781116943      0.1879619607      0.0685963331      0.6110560843
  149      1.0000044108      0.7725169871      0.1896531065      0.0681077556      0.6138468541
  150      1.0000044406      0.7669633156      0.1913398949      0.0676225164      0.6166175128
  151      1.0000044704      0.7614503305      0.1930222479      0.0671405990      0.6193682099
  152      1.0000045002      0.7559776882      0.1947000897      0.0666619872      0.6220990939
  153      1.0000045300      0.7505450509      0.1963733464      0.0661866646      0.6248103115
  154      1.0000045598      0.7451520858      0.1980419460      0.0657146145      0.6275020085
  155      1.0000045896      0.7397984656      0.1997058186      0.0652458202      0.6301743292
  156      1.0000046194      0.7344838676      0.2013648961      0.0647802647      0.6328274167
  157      1.0000046492      0.7292079740      0.2030191123      0.0643179309      0.6354614128
  158      1.0000046790      0.7239704715      0.2046684029      0.0638588014      0.6380764581
  159      1.0000047088      0.7187710511      0.2063127054      0.0634028590      0.6406726921
  160      1.0000047386      0.7136094082      0.2079519591      0.0629500859      0.6432502530
  161      1.0000047684      0.7084852422      0.2095861049      0.0625004646      0.6458092777
  162      1.0000047982      0.7033982564      0.2112150857      0.0620539773      0.6483499022
  163      1.0000048280      0.6983481578      0.2128388459      0.0616106061      0.6508722613
  164      1.0000048578      0.6933346574      0.2144573316      0.0611703330      0.6533764886
  165      1.0000048876      0.6883574695      0.2160704907      0.0607331399      0.6558627167
  166      1.0000049174      0.6834163118      0.2176782725      0.0602990089      0.6583310769
  167      1.0000049472      0.6785109055      0.2192806279      0.0598679216      0.6607816997
  168      1.0000049770      0.6736409748      0.2208775096      0.0594398599      0.6632147144
  169      1.0000050068      0.6688062474      0.2224688717      0.0590148054      0.6656302493
  170      1.0000050366      0.6640064537      0.2240546696      0.0585927399      0.6680284317
  171      1.0000050664      0.6592413271      0.2256348605      0.0581736450      0.6704093877
  172      1.0000050962      0.6545106042      0.2272094029      0.0577575024      0.6727732426
  173      1.0000051260      0.6498140239      0.2287782568      0.0573442936      0.6751201206
  174      1.0000051558      0.6451513281      0.2303413835      0.0569340003      0.6774501451
  175      1.0000051856      0.6405222615      0.2318987458      0.0565266041      0.6797634382
  176      1.0000052154      0.6359265710      0.2334503078      0.0561220867      0.6820601213
  177      1.0000052452      0.6313640062      0.2349960349      0.0557204296      0.6843403148
  178      1.0000052750      0.6268343194      0.2365358938      0.0553216145      0.6866041382
  179      1.0000053048      0.6223372649      0.2380698527      0.0549256230      0.6888517100
  180      1.0000053346      0.6178725995      0.2395978807      0.0545324369      0.6910831477
  181      1.0000053644      0.6134400824      0.2411199485      0.0541420379      0.6932985682
  182      1.0000053942      0.6090394750      0.2426360278      0.0537544077      0.6954980873
  183      1.0000054240      0.6046705408      0.2441460916      0.0533695281      0.6976818198
  184      1.0000054538      0.6003330456      0.2456501139      0.0529873811      0.6998498798
  185      1.0000054836      0.5960267571      0.2471480700      0.0526079484      0.7020023806
  186      1.0000055134      0.5917514453      0.2486399365      0.0522312121      0.7041394344
  187      1.0000055432      0.5875068821      0.2501256907      0.0518571541      0.7062611528
  188      1.0000055730      0.5832928415      0.2516053113      0.0514857565      0.7083676464
  189      1.0000056029      0.5791090993      0.2530787780      0.0511170014      0.7104590250
  190      1.0000056327      0.5749554333      0.2545460716      0.0507508710      0.7125353976
  191      1.0000056625      0.5708316232      0.2560071737      0.0503873476      0.7145968723
  192      1.0000056923      0.5667374506      0.2574620671      0.0500264134      0.7166435567
  193      1.0000057221      0.5626726988      0.2589107357      0.0496680510      0.7186755571
  194      1.0000057519      0.5586371532      0.2603531642      0.0493122427      0.7206929795
  195      1.0000057817      0.5546306005      0.2617893381      0.0489589711      0.7226959287
  196      1.0000058115      0.5506528295      0.2632192443      0.0486082189      0.7246845090
  197      1.0000058413      0.5467036307      0.2646428702      0.0482599687      0.7266588239
  198      1.0000058711      0.5427827961      0.2660602043      0.0479142033      0.7286189759
  199      1.0000059009      0.5388901196      0.2674712358      0.0475709056      0.7305650671
  200      1.0000059307      0.5350253966      0.2688759550      0.0472300587      0.7324971985
  201      1.0000059605      0.5311884241      0.2702743530      0.0468916454      0.7344154707
  202      1.0000059903      0.5273790008      0.2716664215      0.0465556490      0.7363199832
  203      1.0000060201      0.5235969271      0.2730521533      0.0462220527      0.7382108351
  204      1.0000060499      0.5198420046      0.2744315419      0.0458908397      0.7400881245
  205      1.0000060797      0.5161140368      0.2758045815      0.0455619936      0.7419519490
  206      1.0000061095      0.5124128286      0.2771712672      0.0452354978      0.7438024053
