# time   trace   domains   purity   coherence  equireached
  270      1.0000080169      0.6830748206      0.2178632882      0.0846128520      0.6584748204
  271      1.0000080467      0.6802809776      0.2187752827      0.0842681787      0.6598715866
  272      1.0000080765      0.6774986326      0.2196855029      0.0839248814      0.6612626120
  273      1.0000081063      0.6747277360      0.2205939406      0.0835829555      0.6626479210
  274      1.0000081361      0.6719682381      0.2215005876      0.0832423964      0.6640275380
  275      1.0000081659      0.6692200898      0.2224054360      0.0829031993      0.6654014873
  276      1.0000081957      0.6664832422      0.2233084780      0.0825653597      0.6667697931
  277      1.0000082255      0.6637576467      0.2242097057      0.0822288729      0.6681324793
  278      1.0000082553      0.6610432550      0.2251091118      0.0818937341      0.6694895698
  279      1.0000082851      0.6583400191      0.2260066888      0.0815599386      0.6708410884
  280      1.0000083149      0.6556478911      0.2269024294      0.0812274819      0.6721870586
  281      1.0000083447      0.6529668235      0.2277963265      0.0808963591      0.6735275041
  282      1.0000083745      0.6502967692      0.2286883732      0.0805665657      0.6748624481
  283      1.0000084043      0.6476376812      0.2295785626      0.0802380968      0.6761919140
  284      1.0000084341      0.6449895128      0.2304668880      0.0799109478      0.6775159248
  285      1.0000084639      0.6423522174      0.2313533429      0.0795851140      0.6788345036
  286      1.0000084937      0.6397257490      0.2322379207      0.0792605907      0.6801476732
  287      1.0000085235      0.6371100616      0.2331206153      0.0789373731      0.6814554566
  288      1.0000085533      0.6345051094      0.2340014204      0.0786154566      0.6827578762
  289      1.0000085831      0.6319108470      0.2348803300      0.0782948364      0.6840549547
  290      1.0000086129      0.6293272293      0.2357573382      0.0779755079      0.6853467146
  291      1.0000086427      0.6267542112      0.2366324392      0.0776574664      0.6866331781
  292      1.0000086725      0.6241917479      0.2375056274      0.0773407071      0.6879143674
  293      1.0000087023      0.6216397950      0.2383768972      0.0770252254      0.6891903048
  294      1.0000087321      0.6190983083      0.2392462433      0.0767110165      0.6904610121
  295      1.0000087619      0.6165672435      0.2401136603      0.0763980758      0.6917265113
  296      1.0000087917      0.6140465570      0.2409791431      0.0760863986      0.6929868241
  297      1.0000088215      0.6115362051      0.2418426867      0.0757759802      0.6942419723
  298      1.0000088513      0.6090361444      0.2427042862      0.0754668159      0.6954919774
  299      1.0000088811      0.6065463318      0.2435639367      0.0751589011      0.6967368609
  300      1.0000089109      0.6040667242      0.2444216337      0.0748522311      0.6979766442
  301      1.0000089407      0.6015972791      0.2452773724      0.0745468012      0.6992113485
  302      1.0000089705      0.5991379537      0.2461311486      0.0742426068      0.7004409949
  303      1.0000090003      0.5966887059      0.2469829578      0.0739396432      0.7016656047
  304      1.0000090301      0.5942494934      0.2478327959      0.0736379058      0.7028851987
  305      1.0000090599      0.5918202744      0.2486806587      0.0733373900      0.7040997978
  306      1.0000090897      0.5894010072      0.2495265423      0.0730380911      0.7053094228
  307      1.0000091196      0.5869916503      0.2503704428      0.0727400045      0.7065140943
  308      1.0000091494      0.5845921623      0.2512123564      0.0724431255      0.7077138330
  309      1.0000091792      0.5822025021      0.2520522794      0.0721474497      0.7089086593
  310      1.0000092090      0.5798226289      0.2528902083      0.0718529724      0.7100985936
  311      1.0000092388      0.5774525018      0.2537261397      0.0715596891      0.7112836562
