# time   trace   domains   purity   coherence  equireached
  236      1.0000070036      0.4423825993      0.3036907232      0.0303842315      0.7788162162
  237      1.0000070334      0.4393650147      0.3048613126      0.0301770820      0.7803250074
  238      1.0000070632      0.4363680191      0.3060262077      0.0299713445      0.7818235059
  239      1.0000070930      0.4333914718      0.3071854163      0.0297670093      0.7833117820
  240      1.0000071228      0.4304352330      0.3083389465      0.0295640670      0.7847899055
  241      1.0000071526      0.4274991637      0.3094868069      0.0293625081      0.7862579458
  242      1.0000071824      0.4245831262      0.3106290061      0.0291623232      0.7877159717
  243      1.0000072122      0.4216869835      0.3117655534      0.0289635031      0.7891640516
  244      1.0000072420      0.4188105996      0.3128964583      0.0287660384      0.7906022534
  245      1.0000072718      0.4159538395      0.3140217307      0.0285699200      0.7920306444
  246      1.0000073016      0.4131165691      0.3151413806      0.0283751387      0.7934492917
  247      1.0000073314      0.4102986553      0.3162554186      0.0281816855      0.7948582619
  248      1.0000073612      0.4074999658      0.3173638554      0.0279895512      0.7962576208
  249      1.0000073910      0.4047203692      0.3184667021      0.0277987271      0.7976474342
  250      1.0000074208      0.4019597353      0.3195639700      0.0276092041      0.7990277673
  251      1.0000074506      0.3992179344      0.3206556709      0.0274209735      0.8003986846
  252      1.0000074804      0.3964948379      0.3217418166      0.0272340264      0.8017602505
  253      1.0000075102      0.3937903180      0.3228224194      0.0270483541      0.8031125288
  254      1.0000075400      0.3911042480      0.3238974916      0.0268639480      0.8044555829
  255      1.0000075698      0.3884365019      0.3249670461      0.0266807994      0.8057894757
  256      1.0000075996      0.3857869544      0.3260310959      0.0264988998      0.8071142697
  257      1.0000076294      0.3831554815      0.3270896540      0.0263182407      0.8084300271
  258      1.0000076592      0.3805419596      0.3281427341      0.0261388137      0.8097368095
  259      1.0000076890      0.3779462662      0.3291903497      0.0259606104      0.8110346781
  260      1.0000077188      0.3753682796      0.3302325149      0.0257836224      0.8123236938
  261      1.0000077486      0.3728078789      0.3312692437      0.0256078415      0.8136039170
  262      1.0000077784      0.3702649442      0.3323005506      0.0254332595      0.8148754077
  263      1.0000078082      0.3677393561      0.3333264501      0.0252598682      0.8161382254
  264      1.0000078380      0.3652309962      0.3343469569      0.0250876595      0.8173924294
  265      1.0000078678      0.3627397470      0.3353620861      0.0249166254      0.8186380784
  266      1.0000078976      0.3602654918      0.3363718527      0.0247467578      0.8198752308
  267      1.0000079274      0.3578081144      0.3373762723      0.0245780488      0.8211039445
  268      1.0000079573      0.3553674997      0.3383753603      0.0244104906      0.8223242771
  269      1.0000079871      0.3529435334      0.3393691324      0.0242440753      0.8235362859
  270      1.0000080169      0.3505361018      0.3403576046      0.0240787950      0.8247400275
  271      1.0000080467      0.3481450920      0.3413407928      0.0239146422      0.8259355585
  272      1.0000080765      0.3457703921      0.3423187133      0.0237516090      0.8271229348
  273      1.0000081063      0.3434118906      0.3432913826      0.0235896879      0.8283022120
  274      1.0000081361      0.3410694772      0.3442588170      0.0234288713      0.8294734455
  275      1.0000081659      0.3387430419      0.3452210334      0.0232691517      0.8306366900
  276      1.0000081957      0.3364324759      0.3461780485      0.0231105216      0.8317920001
  277      1.0000082255      0.3341376707      0.3471298793      0.0229529735      0.8329394299
  278      1.0000082553      0.3318585189      0.3480765430      0.0227965002      0.8340790332
  279      1.0000082851      0.3295949136      0.3490180567      0.0226410942      0.8352108634
  280      1.0000083149      0.3273467489      0.3499544378      0.0224867483      0.8363349735
  281      1.0000083447      0.3251139192      0.3508857038      0.0223334553      0.8374514161
  282      1.0000083745      0.3228963201      0.3518118723      0.0221812080      0.8385602436
  283      1.0000084043      0.3206938475      0.3527329611      0.0220299993      0.8396615079
  284      1.0000084341      0.3185063983      0.3536489878      0.0218798221      0.8407552607
  285      1.0000084639      0.3163338701      0.3545599706      0.0217306694      0.8418415530
  286      1.0000084937      0.3141761609      0.3554659274      0.0215825341      0.8429204360
  287      1.0000085235      0.3120331697      0.3563668764      0.0214354094      0.8439919600
  288      1.0000085533      0.3099047961      0.3572628358      0.0212892883      0.8450561753
  289      1.0000085831      0.3077909404      0.3581538239      0.0211441641      0.8461131318
  290      1.0000086129      0.3056915035      0.3590398592      0.0210000299      0.8471628789
  291      1.0000086427      0.3036063870      0.3599209601      0.0208568790      0.8482054659
  292      1.0000086725      0.3015354933      0.3607971452      0.0207147046      0.8492409415
  293      1.0000087023      0.2994787253      0.3616684332      0.0205735002      0.8502693544
  294      1.0000087321      0.2974359867      0.3625348429      0.0204332590      0.8512907526
  295      1.0000087619      0.2954071817      0.3633963930      0.0202939746      0.8523051840
  296      1.0000087917      0.2933922154      0.3642531023      0.0201556404      0.8533126962
  297      1.0000088215      0.2913909932      0.3651049899      0.0200182499      0.8543133364
  298      1.0000088513      0.2894034215      0.3659520748      0.0198817968      0.8553071513
  299      1.0000088811      0.2874294071      0.3667943760      0.0197462745      0.8562941877
  300      1.0000089109      0.2854688576      0.3676319125      0.0196116768      0.8572744916
  301      1.0000089407      0.2835216810      0.3684647037      0.0194779973      0.8582481091
  302      1.0000089705      0.2815877862      0.3692927687      0.0193452299      0.8592150858
  303      1.0000090003      0.2796670826      0.3701161267      0.0192133682      0.8601754669
  304      1.0000090301      0.2777594802      0.3709347972      0.0190824061      0.8611292975
  305      1.0000090599      0.2758648895      0.3717487994      0.0189523375      0.8620766221
  306      1.0000090897      0.2739832219      0.3725581527      0.0188231562      0.8630174853
  307      1.0000091196      0.2721143892      0.3733628766      0.0186948563      0.8639519311
  308      1.0000091494      0.2702583039      0.3741629905      0.0185674316      0.8648800032
  309      1.0000091792      0.2684148789      0.3749585140      0.0184408763      0.8658017451
  310      1.0000092090      0.2665840280      0.3757494665      0.0183151845      0.8667172001
